i,c,d,h,t,s,qtd_p,e
5232,2726,2020-03-05,11:10,210.59,DEVOLUÇÃO,3,Paraná
5233,2727,2020-03-14,19:37,98.76,DEVOLUÇÃO,4,Bahia
5234,2728,2020-08-31,22:57,29.59,COMPRA,6,Maranhão
5235,2729,2020-08-18,00:27,101.67,COMPRA,7,Paraná
5236,2730,2020-06-21,08:51,256.39,CANCELADO,6,Paraíba
5237,2731,2020-05-15,00:44,80.58,COMPRA,6,Paraíba
5238,2732,2020-05-30,14:06,145.83,COMPRA,2,Pernambuco
5239,2733,2020-04-26,12:50,76.84,COMPRA,5,Ceará
5240,2734,2020-04-12,14:24,62.57,DEVOLUÇÃO,1,Santa Catarina
5241,2735,2020-05-12,20:30,153.01,DEVOLUÇÃO,5,Pará
5242,2736,2021-01-04,12:20,36.72,CANCELADO,5,Paraná
5243,2737,2020-08-21,07:05,32.48,CANCELADO,5,Bahia
5244,2738,2021-01-20,03:58,56.76,CANCELADO,6,Paraná
5245,2739,2020-06-28,23:15,31.76,COMPRA,3,Rio Grande do Sul
5246,2740,2020-08-25,20:44,250.71,CANCELADO,5,Santa Catarina
5247,2741,2020-12-24,18:22,96.96,CANCELADO,7,Paraíba
5248,2742,2020-03-24,06:20,140.10,CANCELADO,3,Ceará
5249,2743,2020-03-31,18:25,85.76,COMPRA,2,Minas Gerais
5250,2744,2020-08-12,23:33,155.33,DEVOLUÇÃO,4,Paraná
5251,2745,2021-02-28,18:01,182.10,COMPRA,6,Bahia
5252,2746,2021-03-04,13:40,193.97,COMPRA,2,Goiás
5253,2747,2020-05-17,05:39,63.97,DEVOLUÇÃO,5,Pará
5254,2748,2020-04-13,08:16,148.12,CANCELADO,7,Pará
5255,2749,2020-11-30,07:05,224.76,CANCELADO,2,São Paulo
5256,2750,2020-10-13,22:21,268.29,CANCELADO,3,Ceará
5257,2751,2020-05-31,21:42,156.87,DEVOLUÇÃO,5,Goiás
5258,2752,2021-03-01,15:27,27.94,COMPRA,7,Paraná
5259,2753,2020-11-21,15:08,258.04,DEVOLUÇÃO,4,Bahia
5260,2754,2020-06-11,12:24,267.60,CANCELADO,7,Pará
5261,2755,2020-10-24,10:08,146.34,CANCELADO,5,Rio Grande do Sul
5262,2756,2020-10-24,14:03,89.18,CANCELADO,2,Maranhão
5263,2757,2021-01-02,23:26,83.44,DEVOLUÇÃO,5,Maranhão
5264,2758,2020-11-04,10:21,81.43,DEVOLUÇÃO,6,Ceará
5265,2759,2020-07-13,03:57,125.40,DEVOLUÇÃO,2,Ceará
5266,2760,2020-09-30,16:01,157.70,DEVOLUÇÃO,5,Pernambuco
5267,2761,2020-06-07,15:54,135.98,COMPRA,3,Rio de Janeiro
5268,2762,2020-03-31,23:12,191.05,COMPRA,3,Paraná
5269,2763,2020-12-06,03:26,101.13,COMPRA,2,Paraná
5270,2764,2020-05-09,05:58,46.71,COMPRA,4,Maranhão
5271,2765,2020-12-27,03:08,33.12,DEVOLUÇÃO,5,Pará
5272,2766,2021-02-13,03:09,151.38,COMPRA,6,Ceará
5273,2767,2020-12-17,15:07,112.78,COMPRA,3,Goiás
5274,2768,2020-12-04,22:58,41.13,COMPRA,1,Pará
5275,2769,2020-03-11,04:43,237.11,DEVOLUÇÃO,2,São Paulo
5276,2770,2020-04-15,18:11,49.89,DEVOLUÇÃO,4,Paraíba
5277,2771,2020-09-30,18:28,239.94,DEVOLUÇÃO,3,Minas Gerais
5278,2772,2020-10-07,13:15,40.47,CANCELADO,1,Maranhão
5279,2773,2020-11-26,23:46,75.85,COMPRA,6,Rio Grande do Sul
5280,2774,2020-11-12,17:34,81.32,DEVOLUÇÃO,2,Santa Catarina
5281,2775,2021-02-03,10:09,55.55,DEVOLUÇÃO,2,Bahia
5282,2776,2020-10-10,12:07,66.85,COMPRA,1,Bahia
5283,2777,2020-11-04,04:03,30.93,DEVOLUÇÃO,6,Santa Catarina
5284,2778,2021-01-03,11:05,116.10,DEVOLUÇÃO,6,São Paulo
5285,2779,2020-04-14,20:19,263.32,DEVOLUÇÃO,4,Rio Grande do Sul
5286,2780,2020-08-12,08:46,38.49,CANCELADO,4,Rio Grande do Sul
5287,2781,2021-03-08,02:19,160.45,COMPRA,3,Pará
5288,2782,2020-03-23,07:11,80.26,COMPRA,4,Minas Gerais
5289,2783,2021-03-21,10:57,126.15,COMPRA,4,Ceará
5290,2784,2020-04-25,00:13,240.56,DEVOLUÇÃO,7,Pernambuco
5291,2785,2020-12-31,19:34,186.22,COMPRA,2,Pernambuco
5292,2786,2020-07-06,21:31,80.25,CANCELADO,5,Ceará
5293,2787,2020-09-13,18:29,224.95,DEVOLUÇÃO,3,Pará
5294,2788,2020-06-29,14:33,263.54,DEVOLUÇÃO,2,Ceará
5295,2789,2020-12-31,11:56,236.11,CANCELADO,1,Pará
5296,2790,2021-03-24,13:45,263.60,DEVOLUÇÃO,2,Maranhão
5297,2791,2020-05-12,06:45,259.23,DEVOLUÇÃO,5,Ceará
5298,2792,2020-10-24,22:25,20.47,COMPRA,5,Goiás
5299,2793,2020-10-11,10:10,95.77,DEVOLUÇÃO,5,Santa Catarina
5300,2794,2020-03-14,10:11,154.42,DEVOLUÇÃO,6,Santa Catarina
5301,2795,2020-11-08,11:51,102.59,CANCELADO,3,Maranhão
5302,2796,2020-04-08,07:15,119.91,CANCELADO,3,Santa Catarina
5303,2797,2020-07-19,09:33,99.41,COMPRA,3,Paraíba
5304,2798,2021-03-20,12:59,58.29,CANCELADO,3,Rio de Janeiro
5305,2799,2021-02-05,15:46,230.65,COMPRA,6,Pará
5306,2800,2021-03-20,16:22,105.28,DEVOLUÇÃO,6,Paraná
5307,2801,2021-03-02,22:45,57.76,CANCELADO,3,Paraná
5308,2802,2021-01-10,14:22,207.27,DEVOLUÇÃO,6,Pernambuco
5309,2803,2020-09-10,11:55,79.65,COMPRA,7,Pernambuco
5310,2804,2020-03-25,03:33,85.24,DEVOLUÇÃO,7,Pará
5311,2805,2020-10-20,23:16,164.07,DEVOLUÇÃO,6,Santa Catarina
5312,2806,2021-03-06,22:47,263.13,COMPRA,6,Maranhão
5313,2807,2020-09-22,22:46,143.96,COMPRA,1,Paraíba
5314,2808,2021-02-23,10:58,61.18,CANCELADO,4,Santa Catarina
5315,2809,2020-09-18,05:01,37.63,CANCELADO,3,Ceará
5316,2810,2020-12-20,07:47,58.33,CANCELADO,3,Rio de Janeiro
5317,2811,2020-08-04,01:01,170.73,DEVOLUÇÃO,2,Paraíba
5318,2812,2020-10-18,09:45,172.58,CANCELADO,3,Ceará
5319,2813,2020-05-14,08:44,31.31,CANCELADO,2,Goiás
5320,2814,2020-03-12,21:05,171.92,DEVOLUÇÃO,2,Ceará
5321,2815,2020-12-04,09:06,263.98,COMPRA,3,São Paulo
5322,2816,2021-02-06,14:11,164.64,COMPRA,4,Santa Catarina
5323,2817,2020-04-08,16:49,215.38,DEVOLUÇÃO,4,Bahia
5324,2818,2020-12-04,09:17,237.95,COMPRA,4,São Paulo
5325,2819,2020-12-02,21:10,246.28,COMPRA,2,Paraná
5326,2820,2020-07-08,04:49,62.21,COMPRA,5,Paraíba
5327,2821,2021-03-08,20:36,157.99,DEVOLUÇÃO,3,Paraná
5328,2822,2020-11-27,00:15,132.56,DEVOLUÇÃO,6,Ceará
5329,2823,2020-11-22,07:03,219.96,COMPRA,3,Minas Gerais
5330,2824,2021-02-11,05:39,84.56,CANCELADO,6,Pará
5331,2825,2021-03-05,10:56,143.34,COMPRA,4,Goiás
5332,2826,2021-02-06,01:14,122.39,COMPRA,7,Minas Gerais
5333,2827,2020-09-19,23:37,241.79,DEVOLUÇÃO,2,Paraná
5334,2828,2020-05-26,17:36,205.14,DEVOLUÇÃO,3,Maranhão
5335,2829,2020-08-28,20:11,98.58,CANCELADO,3,Pernambuco
5336,2830,2020-08-20,17:02,26.87,CANCELADO,5,Ceará
5337,2831,2020-11-06,14:26,202.64,COMPRA,6,Minas Gerais
5338,2832,2020-07-29,18:01,225.27,COMPRA,5,Paraíba
5339,2833,2021-01-04,09:23,194.47,DEVOLUÇÃO,2,Paraíba
5340,2834,2020-03-12,16:09,204.19,CANCELADO,4,Pernambuco
5341,2835,2020-12-04,11:34,266.44,CANCELADO,5,Minas Gerais
5342,2836,2020-08-18,18:03,188.77,CANCELADO,4,Paraná
5343,2837,2020-08-25,19:22,247.26,DEVOLUÇÃO,6,Pernambuco
5344,2838,2020-06-28,14:48,145.45,DEVOLUÇÃO,5,Minas Gerais
5345,2839,2020-05-22,12:28,64.28,DEVOLUÇÃO,2,Paraíba
5346,2840,2020-05-11,11:44,171.49,CANCELADO,4,Pernambuco
5347,2841,2020-07-05,08:26,269.11,CANCELADO,4,Bahia
5348,2842,2020-11-30,18:02,253.43,DEVOLUÇÃO,1,Bahia
5349,2843,2020-03-26,23:43,92.18,DEVOLUÇÃO,6,Rio Grande do Sul
5350,2844,2020-06-30,05:11,109.32,COMPRA,5,Rio Grande do Sul
5351,2845,2021-03-10,04:29,257.40,CANCELADO,3,Goiás
5352,2846,2020-12-06,21:19,35.35,COMPRA,3,Maranhão
5353,2847,2020-10-19,16:43,183.72,CANCELADO,6,Minas Gerais
5354,2848,2020-04-01,15:03,105.63,DEVOLUÇÃO,6,Rio de Janeiro
5355,2849,2021-02-01,07:12,253.62,CANCELADO,3,Pará
5356,2850,2020-12-10,05:43,117.51,CANCELADO,5,Paraná
5357,2851,2021-02-01,10:09,43.85,DEVOLUÇÃO,5,Bahia
5358,2852,2021-01-07,01:44,257.39,DEVOLUÇÃO,6,Paraná
5359,2853,2020-06-15,08:40,153.64,CANCELADO,3,Paraná
5360,2854,2020-07-02,14:10,193.50,COMPRA,6,Maranhão
5361,2855,2021-01-24,13:26,93.58,CANCELADO,7,Rio de Janeiro
5362,2856,2020-10-27,19:33,171.11,DEVOLUÇÃO,5,Santa Catarina
5363,2857,2020-12-09,01:02,199.75,COMPRA,6,São Paulo
5364,2858,2021-01-27,19:41,65.24,COMPRA,6,Minas Gerais
5365,2859,2020-10-25,20:11,36.10,COMPRA,6,Ceará
5366,2860,2020-09-29,17:04,170.60,DEVOLUÇÃO,6,Paraná
5367,2861,2020-07-04,11:50,134.08,DEVOLUÇÃO,4,São Paulo
5368,2862,2021-02-04,04:03,65.50,CANCELADO,2,Rio Grande do Sul
5369,2863,2021-03-11,00:51,203.80,COMPRA,6,Pernambuco
5370,2864,2021-01-20,23:22,186.11,DEVOLUÇÃO,4,São Paulo
5371,2865,2020-07-31,04:05,256.33,CANCELADO,4,Ceará
5372,2866,2020-09-29,18:21,95.55,CANCELADO,5,Maranhão
5373,2867,2020-07-26,07:27,213.97,DEVOLUÇÃO,2,Paraíba
5374,2868,2020-12-13,21:20,128.30,COMPRA,3,Maranhão
5375,2869,2020-11-12,02:07,214.16,CANCELADO,4,Minas Gerais
5376,2870,2020-10-20,09:08,249.32,CANCELADO,3,Maranhão
5377,2871,2020-03-13,06:55,47.82,CANCELADO,5,Maranhão
5378,2872,2020-07-13,11:21,224.57,CANCELADO,3,Pernambuco
5379,2873,2021-03-13,19:26,159.94,DEVOLUÇÃO,7,Paraíba
5380,2874,2021-02-13,08:55,171.26,COMPRA,4,Rio de Janeiro
5381,2875,2020-11-27,10:12,215.73,COMPRA,7,Pará
5382,2876,2020-06-22,08:54,21.31,DEVOLUÇÃO,6,Paraíba
5383,2877,2021-01-17,23:49,247.65,CANCELADO,7,Pernambuco
5384,2878,2020-03-23,10:11,158.27,CANCELADO,4,Rio de Janeiro
5385,2879,2020-03-07,10:07,149.42,CANCELADO,6,São Paulo
5386,2880,2020-12-30,22:51,199.01,COMPRA,5,Pará
5387,2881,2020-07-20,07:31,125.23,CANCELADO,4,Maranhão
5388,2882,2020-07-23,23:43,170.53,CANCELADO,5,Rio Grande do Sul
5389,2883,2020-03-25,11:01,215.45,CANCELADO,7,Rio Grande do Sul
5390,2884,2021-01-26,13:53,188.40,CANCELADO,5,Ceará
5391,2885,2021-01-24,16:54,81.73,DEVOLUÇÃO,4,Paraná
5392,2886,2020-09-17,21:27,52.80,CANCELADO,6,Rio de Janeiro
5393,2887,2020-06-15,07:54,198.39,DEVOLUÇÃO,4,Paraná
5394,2888,2020-09-23,21:32,203.84,DEVOLUÇÃO,3,Maranhão
5395,2889,2020-07-03,20:03,226.16,COMPRA,2,Paraná
5396,2890,2021-02-20,22:11,19.42,DEVOLUÇÃO,2,Bahia
5397,2891,2021-02-28,19:48,192.56,COMPRA,3,Santa Catarina
5398,2892,2020-09-02,16:30,25.75,COMPRA,1,Ceará
5399,2893,2021-01-08,09:28,216.84,COMPRA,5,Bahia
5400,2894,2021-02-11,00:55,225.44,CANCELADO,5,Minas Gerais
5401,2895,2020-10-30,10:44,87.90,COMPRA,3,Ceará
5402,2896,2021-01-23,05:59,37.47,CANCELADO,1,Rio de Janeiro
5403,2897,2021-03-17,15:16,264.67,DEVOLUÇÃO,6,Ceará
5404,2898,2020-05-29,21:33,46.10,COMPRA,1,Pará
5405,2899,2020-11-06,02:48,216.28,DEVOLUÇÃO,2,Maranhão
5406,2900,2020-11-22,23:23,257.34,DEVOLUÇÃO,2,Pará
5407,2901,2020-04-02,03:34,97.23,DEVOLUÇÃO,1,Minas Gerais
5408,2902,2020-07-28,13:19,155.80,COMPRA,2,Rio de Janeiro
5409,2903,2020-07-25,11:22,237.58,CANCELADO,3,Santa Catarina
5410,2904,2021-02-05,08:41,112.39,CANCELADO,4,Rio de Janeiro
5411,2905,2020-05-24,22:30,84.04,CANCELADO,1,Rio Grande do Sul
5412,2906,2020-05-24,12:16,100.34,CANCELADO,4,Pará
5413,2907,2020-05-09,20:00,130.61,DEVOLUÇÃO,1,Bahia
5414,2908,2020-12-01,21:56,127.40,DEVOLUÇÃO,6,Rio de Janeiro
5415,2909,2020-06-24,11:44,169.68,COMPRA,3,Paraíba
5416,2910,2020-04-07,01:02,153.22,COMPRA,6,Paraná
5417,2911,2020-03-02,19:12,55.78,DEVOLUÇÃO,7,Minas Gerais
5418,2912,2020-10-30,14:52,177.71,CANCELADO,2,Pernambuco
5419,2913,2020-10-23,09:30,53.24,CANCELADO,5,Minas Gerais
5420,2914,2020-04-20,09:56,104.21,CANCELADO,6,Bahia
5421,2915,2020-05-25,13:29,186.69,COMPRA,2,Ceará
5422,2916,2020-05-27,16:33,139.44,COMPRA,5,Maranhão
5423,2917,2021-01-18,17:50,242.14,DEVOLUÇÃO,5,Bahia
5424,2918,2020-11-09,10:37,186.77,DEVOLUÇÃO,3,Rio de Janeiro
5425,2919,2021-03-01,01:48,173.85,CANCELADO,3,Minas Gerais
5426,2920,2020-06-26,22:08,168.27,COMPRA,5,Minas Gerais
5427,2921,2021-01-10,00:15,199.96,COMPRA,5,Minas Gerais
5428,2922,2021-03-01,04:43,164.01,COMPRA,1,Santa Catarina
5429,2923,2020-04-15,06:50,67.89,CANCELADO,2,Maranhão
5430,2924,2020-11-24,23:22,155.06,CANCELADO,2,Santa Catarina
5431,2925,2021-03-20,05:09,213.13,DEVOLUÇÃO,5,Santa Catarina
5432,2926,2020-06-14,05:54,219.35,COMPRA,2,Santa Catarina
5433,2927,2020-11-17,18:26,173.35,CANCELADO,2,São Paulo
5434,2928,2020-03-28,16:39,210.79,DEVOLUÇÃO,3,Ceará
5435,2929,2020-10-14,11:31,193.50,DEVOLUÇÃO,4,Minas Gerais
5436,2930,2020-06-28,07:03,175.19,DEVOLUÇÃO,2,Maranhão
5437,2931,2020-03-19,05:26,213.48,CANCELADO,7,Santa Catarina
5438,2932,2020-12-14,07:55,243.09,DEVOLUÇÃO,1,Maranhão
5439,2933,2020-04-15,10:34,142.31,COMPRA,4,Goiás
5440,2934,2020-11-28,11:16,216.46,DEVOLUÇÃO,5,Minas Gerais
5441,2935,2021-02-21,04:36,236.50,CANCELADO,6,Paraíba
5442,2936,2020-10-26,06:08,62.07,CANCELADO,4,Paraíba
5443,2937,2021-02-22,16:08,122.17,DEVOLUÇÃO,6,Minas Gerais
5444,2938,2020-08-26,11:30,83.75,CANCELADO,5,Paraíba
5445,2939,2021-03-26,14:20,66.94,CANCELADO,5,Rio de Janeiro
5446,2940,2020-07-05,22:05,81.05,CANCELADO,2,Rio de Janeiro
5447,2941,2020-11-27,08:35,227.39,CANCELADO,1,Goiás
5448,2942,2020-10-31,20:05,269.00,COMPRA,5,Rio de Janeiro
5449,2943,2020-08-18,06:03,47.30,DEVOLUÇÃO,5,Pernambuco
5450,2944,2020-05-24,03:35,168.45,COMPRA,5,Goiás
5451,2945,2020-12-12,07:01,258.52,CANCELADO,6,Pará
5452,2946,2021-02-14,10:26,128.46,CANCELADO,1,Santa Catarina
5453,2947,2020-10-04,05:07,228.90,COMPRA,3,Maranhão
5454,2948,2021-02-22,03:00,19.88,COMPRA,4,Rio Grande do Sul
5455,2949,2021-03-07,12:18,253.86,CANCELADO,3,Pernambuco
5456,2950,2020-12-20,02:45,265.11,DEVOLUÇÃO,1,Pará
5457,2951,2020-09-24,15:10,219.57,DEVOLUÇÃO,5,Minas Gerais
5458,2952,2020-10-22,15:57,41.36,COMPRA,3,Rio de Janeiro
5459,2953,2020-06-01,06:21,120.63,COMPRA,2,Paraíba
5460,2954,2020-09-02,04:40,225.96,CANCELADO,1,São Paulo
5461,2955,2020-12-22,18:51,29.77,COMPRA,7,Rio Grande do Sul
5462,2956,2021-02-20,14:45,243.78,DEVOLUÇÃO,1,Rio de Janeiro
5463,2957,2020-06-17,04:04,32.50,DEVOLUÇÃO,5,Rio Grande do Sul
5464,2958,2020-10-11,18:51,58.65,COMPRA,5,Minas Gerais
5465,2959,2020-12-12,19:43,234.67,CANCELADO,2,Santa Catarina
5466,2960,2020-11-07,22:22,187.63,DEVOLUÇÃO,6,Minas Gerais
5467,2961,2020-07-13,09:04,64.51,DEVOLUÇÃO,7,Rio de Janeiro
5468,2962,2020-08-21,10:47,103.11,DEVOLUÇÃO,3,Goiás
5469,2963,2021-01-17,07:50,247.78,COMPRA,3,Pernambuco
5470,2964,2020-06-03,20:14,77.46,DEVOLUÇÃO,7,Paraná
5471,2965,2021-01-28,11:03,24.67,DEVOLUÇÃO,6,Rio de Janeiro
5472,2966,2020-03-26,01:25,130.50,CANCELADO,7,São Paulo
5473,2967,2020-09-07,00:16,133.66,CANCELADO,4,Minas Gerais
5474,2968,2020-04-14,03:15,212.65,CANCELADO,4,Pernambuco
5475,2969,2020-10-10,02:43,32.98,COMPRA,1,Ceará
5476,2970,2020-09-10,11:38,167.01,CANCELADO,6,Minas Gerais
5477,2971,2020-10-12,20:36,44.93,COMPRA,5,Paraná
5478,2972,2020-10-13,03:24,51.77,COMPRA,6,Goiás
5479,2973,2020-04-29,16:56,232.04,CANCELADO,2,Pará
5480,2974,2020-09-26,23:38,203.96,DEVOLUÇÃO,2,Minas Gerais
5481,2975,2020-09-20,13:03,133.25,CANCELADO,5,Santa Catarina
5482,2976,2021-02-06,05:22,56.36,CANCELADO,1,Bahia
5483,2977,2020-10-15,16:55,131.80,DEVOLUÇÃO,3,Ceará
5484,2978,2021-02-11,09:42,214.33,CANCELADO,5,Santa Catarina
5485,2979,2021-01-03,04:26,201.04,COMPRA,5,Paraná
5486,2980,2020-05-29,14:22,121.32,COMPRA,2,Minas Gerais
5487,2981,2020-12-13,19:47,143.50,CANCELADO,1,Maranhão
5488,2982,2020-07-09,06:28,128.87,CANCELADO,6,Pará
5489,2983,2020-07-22,09:31,143.97,DEVOLUÇÃO,1,Maranhão
5490,2984,2020-08-18,05:25,184.07,COMPRA,3,Goiás
5491,2985,2021-01-29,06:30,61.18,DEVOLUÇÃO,6,Minas Gerais
5492,2986,2020-08-21,23:08,195.94,CANCELADO,6,Ceará
5493,2987,2020-09-29,19:09,23.97,DEVOLUÇÃO,2,Santa Catarina
5494,2988,2020-07-30,07:26,133.88,DEVOLUÇÃO,3,Pernambuco
5495,2989,2020-09-17,12:54,145.50,CANCELADO,1,Maranhão
5496,2990,2021-02-26,14:53,86.20,CANCELADO,2,Rio Grande do Sul
5497,2991,2020-06-27,21:57,238.11,DEVOLUÇÃO,3,Pernambuco
5498,2992,2020-12-07,18:16,28.16,DEVOLUÇÃO,3,Goiás
5499,2993,2020-06-14,08:28,110.54,CANCELADO,2,Santa Catarina
5500,2994,2020-10-01,11:08,147.55,COMPRA,4,Rio Grande do Sul
5501,2995,2020-12-24,23:31,177.74,CANCELADO,2,Rio Grande do Sul
5502,2996,2020-06-23,15:08,51.84,COMPRA,2,São Paulo
5503,2997,2021-01-06,16:50,229.94,COMPRA,3,Minas Gerais
5504,2998,2020-10-06,12:36,99.02,COMPRA,6,Minas Gerais
5505,2999,2021-03-21,21:17,22.16,CANCELADO,3,Paraíba
5506,3000,2021-03-07,21:34,261.76,DEVOLUÇÃO,5,Paraná
5507,3001,2020-11-04,02:05,115.81,DEVOLUÇÃO,6,Paraná
5508,3002,2021-02-18,19:48,112.62,DEVOLUÇÃO,7,Rio Grande do Sul
5509,3003,2020-10-03,01:58,47.85,CANCELADO,2,Bahia
5510,3004,2021-01-31,14:31,209.50,DEVOLUÇÃO,3,Santa Catarina
5511,3005,2021-03-13,19:32,135.05,COMPRA,4,Rio de Janeiro
5512,3006,2020-03-25,07:38,27.33,DEVOLUÇÃO,1,Rio de Janeiro
5513,3007,,,,,,
5514,3008,2020-08-03,01:51,97.59,COMPRA,7,Minas Gerais
5515,3009,2020-09-23,00:03,218.39,DEVOLUÇÃO,5,Bahia
5516,3010,2020-03-22,20:24,200.06,CANCELADO,3,Maranhão
5517,3011,2020-07-27,14:09,237.57,DEVOLUÇÃO,4,Santa Catarina
5518,3012,2020-09-30,21:54,135.25,CANCELADO,4,Paraná
5519,3013,2020-04-28,05:35,256.30,CANCELADO,3,Goiás
5520,3014,2020-07-01,15:58,153.25,COMPRA,2,Minas Gerais
5521,3015,2020-12-04,11:49,171.13,CANCELADO,4,Rio de Janeiro
5522,3016,2020-04-29,01:46,269.33,DEVOLUÇÃO,5,São Paulo
5523,3017,2020-07-19,03:47,106.34,COMPRA,5,Pará
5524,3018,2021-01-28,12:12,138.39,CANCELADO,5,Pernambuco
5525,3019,2020-07-10,14:29,115.52,DEVOLUÇÃO,5,Pernambuco
5526,3020,2020-06-19,09:12,29.57,CANCELADO,1,Rio Grande do Sul
5527,3021,2020-05-30,19:46,35.43,DEVOLUÇÃO,6,Maranhão
5528,3022,2020-05-02,01:45,167.62,DEVOLUÇÃO,2,Goiás
5529,3023,2020-12-17,22:33,121.26,COMPRA,5,Rio Grande do Sul
5530,3024,2020-04-11,16:14,187.47,CANCELADO,3,Paraíba
5531,3025,2020-03-14,06:44,157.24,CANCELADO,6,Pará
5532,3026,2020-12-10,21:39,111.84,COMPRA,2,Minas Gerais
5533,3027,2020-10-05,22:34,60.06,CANCELADO,7,Paraná
5534,3028,2021-03-20,10:56,205.45,DEVOLUÇÃO,7,Bahia
5535,3029,2020-10-07,18:33,231.64,DEVOLUÇÃO,4,Paraná
5536,3030,2021-03-25,23:04,61.99,DEVOLUÇÃO,2,Ceará
5537,3031,2020-04-11,15:35,40.69,COMPRA,2,São Paulo
5538,3032,2020-04-05,11:46,81.41,DEVOLUÇÃO,3,Goiás
5539,3033,2020-11-20,18:09,151.38,DEVOLUÇÃO,2,Pará
5540,3034,2020-04-22,01:46,113.35,DEVOLUÇÃO,4,Bahia
5541,3035,2021-01-18,20:28,77.04,COMPRA,6,Santa Catarina
5542,3036,2021-01-06,07:05,94.40,COMPRA,6,Paraíba
5543,3037,2021-03-22,03:02,32.18,CANCELADO,2,Rio de Janeiro
5544,3038,2020-11-28,15:35,164.25,DEVOLUÇÃO,3,Maranhão
5545,3039,2020-06-07,03:42,222.47,DEVOLUÇÃO,3,Pernambuco
5546,3040,2021-03-22,07:49,165.32,CANCELADO,2,Pará
5547,3041,2020-05-16,01:18,84.52,COMPRA,4,Pará
5548,3042,2020-11-10,23:51,230.05,DEVOLUÇÃO,6,Rio de Janeiro
5549,3043,2020-08-04,04:43,122.31,CANCELADO,5,Pernambuco
5550,3044,2020-08-25,09:58,82.24,COMPRA,1,Maranhão
5551,3045,2020-06-11,18:38,125.46,DEVOLUÇÃO,7,Paraíba
5552,3046,2021-01-03,09:51,32.79,CANCELADO,1,Maranhão
5553,3047,2021-02-10,22:17,20.82,CANCELADO,1,Ceará
5554,3048,2020-09-11,13:52,18.90,DEVOLUÇÃO,6,Ceará
5555,3049,2020-11-23,03:12,35.76,DEVOLUÇÃO,2,Paraná
5556,3050,2020-11-03,21:46,190.47,COMPRA,2,Goiás
5557,3051,2021-01-08,09:33,267.24,DEVOLUÇÃO,4,Paraná
5558,3052,2020-10-16,00:49,48.72,DEVOLUÇÃO,3,Pernambuco
5559,3053,2020-10-03,20:21,76.03,CANCELADO,6,Bahia
5560,3054,2020-11-29,18:32,211.07,DEVOLUÇÃO,4,Ceará
5561,3055,2020-08-16,01:25,90.33,COMPRA,5,Pará
5562,3056,2020-08-06,17:15,93.49,CANCELADO,6,Paraíba
5563,3057,2020-03-08,05:42,44.77,CANCELADO,7,Rio de Janeiro
5564,3058,2020-12-11,20:17,157.99,DEVOLUÇÃO,4,Ceará
5565,3059,2020-12-04,02:23,61.69,CANCELADO,6,Minas Gerais
5566,3060,2020-07-01,22:12,172.75,DEVOLUÇÃO,6,Maranhão
5567,3061,2020-12-24,07:53,169.47,CANCELADO,4,Pernambuco
5568,3062,2020-06-29,23:44,18.27,DEVOLUÇÃO,4,Goiás
5569,3063,2021-02-06,05:15,193.23,DEVOLUÇÃO,1,Pará
5570,3064,2020-08-03,02:06,66.79,COMPRA,5,Paraíba
5571,3065,2020-06-13,23:23,216.59,COMPRA,2,São Paulo
5572,3066,2020-10-25,22:04,221.50,COMPRA,7,Paraná
5573,3067,2021-02-24,11:54,150.25,CANCELADO,3,Rio Grande do Sul
5574,3068,2020-07-17,23:36,190.97,DEVOLUÇÃO,3,Goiás
5575,3069,2021-02-12,23:20,153.67,DEVOLUÇÃO,5,Pará
5576,3070,2020-12-04,12:24,177.21,CANCELADO,4,São Paulo
5577,3071,2021-01-02,10:23,76.24,COMPRA,2,Bahia
5578,3072,2021-03-15,08:15,123.29,COMPRA,3,Maranhão
5579,3073,2020-11-19,14:07,132.11,COMPRA,7,Goiás
5580,3074,2020-11-17,03:37,250.37,CANCELADO,2,Pará
5581,3075,2021-03-17,20:53,83.51,CANCELADO,1,Pernambuco
5582,3076,2020-07-05,04:21,64.67,CANCELADO,5,Rio de Janeiro
5583,3077,2020-11-29,16:32,123.55,DEVOLUÇÃO,6,Goiás
5584,3078,2020-07-15,14:57,24.62,CANCELADO,4,Minas Gerais
5585,3079,2020-09-11,01:14,51.21,DEVOLUÇÃO,5,Goiás
5586,3080,2020-05-20,04:23,94.38,COMPRA,4,Paraná
5587,3081,2020-11-29,11:21,226.55,CANCELADO,2,Pará
5588,3082,2020-09-04,05:39,126.16,COMPRA,6,Paraná
5589,3083,2020-09-04,15:02,160.32,COMPRA,5,Rio Grande do Sul
5590,3084,2020-05-12,21:28,267.17,COMPRA,6,Minas Gerais
5591,3085,2020-05-31,08:38,115.36,DEVOLUÇÃO,5,Paraná
5592,3086,2020-09-18,16:03,202.50,DEVOLUÇÃO,1,Pernambuco
5593,3087,2020-06-19,06:34,79.79,COMPRA,3,Goiás
5594,3088,2020-12-30,15:51,241.33,CANCELADO,1,Minas Gerais
5595,3089,2020-05-04,23:10,62.88,DEVOLUÇÃO,2,Rio Grande do Sul
5596,3090,2020-04-09,19:03,90.70,COMPRA,7,São Paulo
5597,3091,2020-07-29,22:58,233.03,DEVOLUÇÃO,4,Goiás
5598,3092,2020-12-23,20:00,228.24,DEVOLUÇÃO,3,Santa Catarina
